gene,species,summary_uid,summary_symbol,summary_name,summary_type,summary_chromosome,summary_text,disease_count,disease_names,domain_count,domain_names,ols_identity_count,ols_identity_labels,ols_function_count,ols_function_labels,error
AC013652.1,Homo,,,,,,,0,,0,,0,,0,,summary_not_found
THBS1,Homo,,,,,,,0,,0,,3,THBS1; THBS1-AS1; THBS1-IT1,4,alphav-beta3 integrin-thrombospondin complex; alpha3-beta1 integrin-thrombospondin complex; alpha4-beta1 integrin-thrombospondin-1 complex; alpha9-beta1 integrin-thrombospondin-1 complex,summary_not_found
AC037198.1,Homo,,,,,,,0,,0,,0,,0,,summary_not_found
BUB1B,Homo,,,,,,,0,,0,,2,BUB1B; BUB1B-PAK6,0,,summary_not_found
KNL1,Homo,,,,,,,0,,0,,3,KNL1; KMN network; MIS12 kinetochore complex,1,Knl1/Spc105 complex,summary_not_found
CHAC1,Homo,79094,CHAC1,ChaC glutathione specific gamma-glutamylcyclotransferase 1,,15,"This gene encodes a member of the gamma-glutamylcyclotransferase family of proteins. The encoded protein has been shown to promote neuronal differentiation by deglycination of the Notch receptor, which prevents receptor maturation and inhibits Notch signaling. This protein may also play a role in the unfolded protein response, and in regulation of glutathione levels and oxidative balance in the cell. Elevated expression of this gene may indicate increased risk of cancer recurrence among breast and ovarian cancer patients. [provided by RefSeq, Sep 2016]",0,,0,,1,CHAC1,0,,
NUSAP1,Homo,51203,NUSAP1,nucleolar and spindle associated protein 1,,15,"NUSAP1 is a nucleolar-spindle-associated protein that plays a role in spindle microtubule organization (Raemaekers et al., 2003 [PubMed 12963707]).[supplied by OMIM, Jun 2009]",0,,0,,1,NUSAP1,0,,
AC090510.4,Homo,146057,TTBK2,tau tubulin kinase 2,,15,"This gene encodes a serine-threonine kinase that putatively phosphorylates tau and tubulin proteins. Mutations in this gene cause spinocerebellar ataxia type 11 (SCA11); a neurodegenerative disease characterized by progressive ataxia and atrophy of the cerebellum and brainstem. [provided by RefSeq, Aug 2009]",0,,0,,0,,0,,
MAP1A,Homo,4130,MAP1A,microtubule associated protein 1A,,15,"This gene encodes a protein that belongs to the microtubule-associated protein family. The proteins of this family are thought to be involved in microtubule assembly, which is an essential step in neurogenesis. The product of this gene is a precursor polypeptide that presumably undergoes proteolytic processing to generate the final MAP1A heavy chain and LC2 light chain. Expression of this gene is almost exclusively in the brain. Studies of the rat microtubule-associated protein 1A gene suggested a role in early events of spinal cord development. [provided by RefSeq, Jul 2008]",0,,0,,2,MAP1A; METAP1,0,,
FRMD5,Homo,84978,FRMD5,FERM domain containing 5,,15,"Enables integrin binding activity and protein kinase binding activity. Involved in negative regulation of cell motility; positive regulation of cell adhesion; and regulation of cell migration. Located in adherens junction. Implicated in neurodevelopmental disorder with eye movement abnormalities and ataxia. [provided by Alliance of Genome Resources, Jul 2025]",0,,0,,1,FRMD5,0,,
AC051619.5,Homo,,,,,,,0,,0,,0,,0,,summary_not_found
C15orf48,Homo,,,,,,,0,,0,,1,COXFA4L3,0,,summary_not_found
DUT,Homo,1854,DUT,deoxyuridine triphosphatase,,15,"This gene encodes an essential enzyme of nucleotide metabolism. The encoded protein forms a ubiquitous, homotetrameric enzyme that hydrolyzes dUTP to dUMP and pyrophosphate. This reaction serves two cellular purposes: providing a precursor (dUMP) for the synthesis of thymine nucleotides needed for DNA replication, and limiting intracellular pools of dUTP. Elevated levels of dUTP lead to increased incorporation of uracil into DNA, which induces extensive excision repair mediated by uracil glycosylase. This repair process, resulting in the removal and reincorporation of dUTP, is self-defeating and leads to DNA fragmentation and cell death. Alternative splicing of this gene leads to different isoforms that localize to either the mitochondrion or nucleus. A related pseudogene is located on chromosome 19. [provided by RefSeq, Jul 2008]",0,,0,,2,DUT; DUT-AS1,0,,
FBN1,Homo,2200,FBN1,fibrillin 1,,15,"This gene encodes a member of the fibrillin family of proteins. The encoded preproprotein is proteolytically processed to generate two proteins including the extracellular matrix component fibrillin-1 and the protein hormone asprosin. Fibrillin-1 is an extracellular matrix glycoprotein that serves as a structural component of calcium-binding microfibrils. These microfibrils provide force-bearing structural support in elastic and nonelastic connective tissue throughout the body. Asprosin, secreted by white adipose tissue, has been shown to regulate glucose homeostasis. Mutations in this gene are associated with Marfan syndrome and the related MASS phenotype, as well as ectopia lentis syndrome, Weill-Marchesani syndrome, Shprintzen-Goldberg syndrome and neonatal progeroid syndrome. [provided by RefSeq, Apr 2016]",0,,0,,2,FBN1; FBN1-DT,0,,
FGF7,Homo,2252,FGF7,fibroblast growth factor 7,,15,"The protein encoded by this gene is a member of the fibroblast growth factor (FGF) family. FGF family members possess broad mitogenic and cell survival activities, and are involved in a variety of biological processes, including embryonic development, cell growth, morphogenesis, tissue repair, tumor growth and invasion. This protein is a potent epithelial cell-specific growth factor, whose mitogenic activity is predominantly exhibited in keratinocytes but not in fibroblasts and endothelial cells. Studies of mouse and rat homologs of this gene implicated roles in morphogenesis of epithelium, reepithelialization of wounds, hair development and early lung organogenesis. [provided by RefSeq, Jul 2008]",0,,0,,1,FGF7,0,,
ATP8B4,Homo,79895,ATP8B4,ATPase phospholipid transporting 8B4 (putative),,15,"This gene encodes a member of the cation transport ATPase (P-type) family and type IV subfamily. The encoded protein is involved in phospholipid transport in the cell membrane. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Jan 2013]",0,,0,,1,ATP8B4,0,,
HDC,Homo,3067,HDC,histidine decarboxylase,,15,"This gene encodes a member of the group II decarboxylase family and forms a homodimer that converts L-histidine to histamine in a pyridoxal phosphate dependent manner. Histamine regulates several physiologic processes, including neurotransmission, gastric acid secretion,inflamation, and smooth muscle tone.[provided by RefSeq, Aug 2010]",0,,0,,3,HDC; HECA; CD209,0,,
TNFAIP8L3,Homo,,,,,,,0,,0,,1,TNFAIP8L3,0,,summary_not_found
AC066613.2,Homo,,,,,,,0,,0,,0,,0,,summary_not_found
DMXL2,Homo,,,,,,,0,,0,,1,DMXL2,0,,summary_not_found
AC025272.1,Homo,,,,,,,0,,0,,0,,0,,summary_not_found
NEDD4,Homo,4734,NEDD4,NEDD4 E3 ubiquitin protein ligase,,15,"This gene is the founding member of the NEDD4 family of HECT ubiquitin ligases that function in the ubiquitin proteasome system of protein degradation. The encoded protein contains an N-terminal calcium and phospholipid binding C2 domain followed by multiple tryptophan-rich WW domains and, a C-terminal HECT ubiquitin ligase catalytic domain. It plays critical role in the regulation of a number of membrane receptors, endocytic machinery components and the tumor suppressor PTEN. [provided by RefSeq, Jul 2016]",0,,0,,10,NEDD4; N4BP1; N4BP3; NDFIP1; NDFIP2; NDFIP1P1; N4BP2; BEAN1; N4BP2L1; NEDD4L,0,,
TEX9,Homo,,,,,,,0,,0,,1,TEX9,0,,summary_not_found
AC090518.1,Homo,,,,,,,0,,0,,0,,0,,summary_not_found
LINC00926,Homo,,,,,,,0,,0,,1,LINC00926,0,,summary_not_found
ALDH1A2,Homo,8854,ALDH1A2,aldehyde dehydrogenase 1 family member A2,,15,"This protein belongs to the aldehyde dehydrogenase family of proteins. The product of this gene is an enzyme that catalyzes the synthesis of retinoic acid (RA) from retinaldehyde. Retinoic acid, the active derivative of vitamin A (retinol), is a hormonal signaling molecule that functions in developing and adult tissues. The studies of a similar mouse gene suggest that this enzyme and the cytochrome CYP26A1, concurrently establish local embryonic retinoic acid levels which facilitate posterior organ development and prevent spina bifida. Four transcript variants encoding distinct isoforms have been identified for this gene. [provided by RefSeq, May 2011]",0,,0,,2,ALDH1A2; ALDH1A2-AS1,0,,
AQP9,Homo,366,AQP9,aquaporin 9,,15,"The aquaporins are a family of water-selective membrane channels. This gene encodes a member of a subset of aquaporins called the aquaglyceroporins. This protein allows passage of a broad range of noncharged solutes and also stimulates urea transport and osmotic water permeability. This protein may also facilitate the uptake of glycerol in hepatic tissue . The encoded protein may also play a role in specialized leukocyte functions such as immunological response and bactericidal activity. Alternate splicing results in multiple transcript variants. [provided by RefSeq, Mar 2016]",0,,0,,2,AQP9; AQP7,0,,
CCNB2,Homo,,,,,,,0,,0,,2,CCNB2; CCNB2P1,0,,summary_not_found
MYO1E,Homo,,,,,,,0,,0,,1,MYO1E,0,,summary_not_found
ANXA2,Homo,,,,,,,0,,0,,1,ANXA2,2,AnxA2-p11 complex; PCSK9-AnxA2 complex,summary_not_found
RORA,Homo,6095,RORA,RAR related orphan receptor A,,15,"The protein encoded by this gene is a member of the NR1 subfamily of nuclear hormone receptors. It can bind as a monomer or as a homodimer to hormone response elements upstream of several genes to enhance the expression of those genes. The encoded protein has been shown to interact with NM23-2, a nucleoside diphosphate kinase involved in organogenesis and differentiation, as well as with NM23-1, the product of a tumor metastasis suppressor candidate gene. Also, it has been shown to aid in the transcriptional regulation of some genes involved in circadian rhythm. Four transcript variants encoding different isoforms have been described for this gene. [provided by RefSeq, Feb 2014]",0,,0,,5,RORA; RORA-AS4; RORA-AS1; RORA-AS2; RORA-AS3,0,,
TLN2,Homo,,,,,,,0,,0,,1,TLN2,0,,summary_not_found
DAPK2,Homo,23604,DAPK2,death associated protein kinase 2,,15,"This gene encodes a protein that belongs to the serine/threonine protein kinase family. This protein contains a N-terminal protein kinase domain followed by a conserved calmodulin-binding domain with significant similarity to that of death-associated protein kinase 1 (DAPK1), a positive regulator of programmed cell death. Overexpression of this gene was shown to induce cell apoptosis.  It uses multiple polyadenylation sites. [provided by RefSeq, Jul 2008]",0,,0,,1,DAPK2,0,,
PPIB,Homo,5479,PPIB,peptidylprolyl isomerase B,,15,"The protein encoded by this gene is a cyclosporine-binding protein and is mainly located within the endoplasmic reticulum. It is associated with the secretory pathway and released in biological fluids. This protein can bind to cells derived from T- and B-lymphocytes, and may regulate cyclosporine A-mediated immunosuppression. Variants have been identified in this protein that give rise to recessive forms of osteogenesis imperfecta. [provided by RefSeq, Oct 2009]",0,,0,,1,PPIB,0,,
PCLAF,Homo,9768,PCLAF,PCNA clamp associated factor,,15,"Enables chromatin binding activity and molecular adaptor activity. Involved in several processes, including DNA metabolic process; centrosome cycle; and response to UV. Located in centrosome; nucleus; and perinuclear region of cytoplasm. [provided by Alliance of Genome Resources, Jul 2025]",0,,0,,1,PCLAF,0,,
AC110048.2,Homo,4091,SMAD6,SMAD family member 6,,15,"The protein encoded by this gene belongs to the SMAD family of proteins, which are related to Drosophila 'mothers against decapentaplegic' (Mad) and C. elegans Sma. SMAD proteins are signal transducers and transcriptional modulators that mediate multiple signaling pathways. This protein functions in the negative regulation of BMP and TGF-beta/activin-signalling. Multiple transcript variants have been found for this gene.[provided by RefSeq, Sep 2014]",0,,0,,0,,0,,
CORO2B,Homo,10391,CORO2B,coronin 2B,,15,"Enables talin binding activity and vinculin binding activity. Acts upstream of or within several processes, including negative regulation of cell-substrate adhesion; regulation of actin cytoskeleton organization; and regulation of establishment of protein localization. Located in focal adhesion. [provided by Alliance of Genome Resources, Jul 2025]",0,,0,,1,CORO2B,0,,
GLCE,Homo,26035,GLCE,glucuronic acid epimerase,,15,"Enables calcium ion binding activity; heparosan-N-sulfate-glucuronate 5-epimerase activity; and protein homodimerization activity. Involved in heparan sulfate proteoglycan biosynthetic process. Predicted to be located in Golgi membrane. Predicted to be active in Golgi apparatus. Implicated in cerebrovascular disease and hypertension. [provided by Alliance of Genome Resources, Jul 2025]",0,,0,,1,GLCE,0,,
UACA,Homo,55075,UACA,uveal autoantigen with coiled-coil domains and ankyrin repeats,,15,"This gene encodes a protein that contains ankyrin repeats and coiled coil domains and likely plays a role in apoptosis. Studies in rodents have implicated the encoded protein in the stimulation of apoptosis and the regulation of mammary gland involution, in which the mammary gland returns to its pre-pregnant state. This protein has also been proposed to negatively regulate apoptosis based on experiments in human cell lines in which the protein was shown to interact with PRKC apoptosis WT1 regulator protein, also known as PAR-4, and inhibit translocation of the PAR-4 receptor. Autoantibodies to this protein have been identified in human patients with panuveitis and Graves' disease. Differential expression of this gene has been observed in various human cancers. [provided by RefSeq, May 2017]",0,,0,,1,UACA,0,,
AC020779.2,Homo,,,,,,,0,,0,,0,,0,,summary_not_found
GRAMD2A,Homo,196996,GRAMD2A,GRAM domain containing 2A,,15,"Enables phosphatidylinositol-4,5-bisphosphate binding activity. Involved in endoplasmic reticulum-plasma membrane tethering and regulation of store-operated calcium entry. Located in endoplasmic reticulum membrane; organelle membrane contact site; and plasma membrane. [provided by Alliance of Genome Resources, Jul 2025]",0,,0,,1,GRAMD2A,0,,
AC079322.1,Homo,,,,,,,0,,0,,0,,0,,summary_not_found
NEO1,Homo,4756,NEO1,neogenin 1,,15,"This gene encodes a cell surface protein that is a member of the immunoglobulin superfamily. The encoded protein consists of four N-terminal immunoglobulin-like domains, six fibronectin type III domains, a transmembrane domain and a C-terminal internal domain that shares homology with the tumor suppressor candidate gene DCC. This protein may be involved in cell growth and differentiation and in cell-cell adhesion. Defects in this gene are associated with cell proliferation in certain cancers. Alternate splicing results in multiple transcript variants. [provided by RefSeq, Feb 2010]",0,,0,,1,NEO1,0,,
SCAMP5,Homo,192683,SCAMP5,secretory carrier membrane protein 5,,15,"Involved in positive regulation of cytokine production; regulation of vesicle-mediated transport; and response to endoplasmic reticulum stress. Located in Golgi apparatus; plasma membrane; and recycling endosome membrane. [provided by Alliance of Genome Resources, Jul 2025]",0,,0,,1,SCAMP5,0,,
PPCDC,Homo,60490,PPCDC,phosphopantothenoylcysteine decarboxylase,,15,"Biosynthesis of coenzyme A (CoA) from pantothenic acid (vitamin B5) is an essential universal pathway in prokaryotes and eukaryotes. PPCDC (EC 4.1.1.36), one of the last enzymes in this pathway, converts phosphopantothenoylcysteine to 4-prime-phosphopantetheine (Daugherty et al., 2002 [PubMed 11923312]).[supplied by OMIM, Mar 2008]",0,,0,,1,PPCDC,0,,
AC011944.1,Homo,,,,,,,0,,0,,0,,0,,summary_not_found
BCL2A1,Homo,597,BCL2A1,BCL2 related protein A1,,15,"This gene encodes a member of the BCL-2 protein family. The proteins of this family form hetero- or homodimers and act as anti- and pro-apoptotic regulators that are involved in a wide variety of cellular activities such as embryonic development, homeostasis and tumorigenesis. The protein encoded by this gene is able to reduce the release of pro-apoptotic cytochrome c from mitochondria and block caspase activation. This gene is a direct transcription target of NF-kappa B in response to inflammatory mediators, and is up-regulated by different extracellular signals, such as granulocyte-macrophage colony-stimulating factor (GM-CSF), CD40, phorbol ester and inflammatory cytokine TNF and IL-1, which suggests a cytoprotective function that is essential for lymphocyte activation as well as cell survival. Alternatively spliced transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Jul 2008]",0,,0,,1,BCL2A1,0,,
CTXND1,Homo,100996492,CTXND1,cortexin domain containing 1,,15,"Predicted to be located in membrane. [provided by Alliance of Genome Resources, Jul 2025]",0,,0,,1,CTXND1,0,,
AC104041.1,Homo,,,,,,,0,,0,,1,LINC01418,0,,summary_not_found
CPEB1,Homo,64506,CPEB1,cytoplasmic polyadenylation element binding protein 1,,15,"This gene encodes a member of the cytoplasmic polyadenylation element binding protein family. This highly conserved protein binds to a specific RNA sequence, called the cytoplasmic polyadenylation element, found in the 3' untranslated region of some mRNAs. The encoded protein functions in both the cytoplasm and the nucleus. It is involved in the regulation of mRNA translation, as well as processing of the 3' untranslated region, and may play a role in cell proliferation and tumorigenesis. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Jan 2014]",0,,0,,2,CPEB1; CPEB1-AS1,0,,
ALPK3,Homo,57538,ALPK3,alpha kinase 3,,15,"Predicted to enable ATP binding activity; protein serine kinase activity; and protein serine/threonine kinase activity. Predicted to be involved in cardiac muscle cell development. Predicted to be active in nucleus. Implicated in hypertrophic cardiomyopathy 27. [provided by Alliance of Genome Resources, Jul 2025]",0,,0,,1,ALPK3,0,,
KIF7,Homo,374654,KIF7,kinesin family member 7,,15,"This gene encodes a cilia-associated protein belonging to the kinesin family. This protein plays a role in the sonic hedgehog (SHH) signaling pathway through the regulation of GLI transcription factors. It functions as a negative regulator of the SHH pathway by preventing inappropriate activation of GLI2 in the absence of ligand, and as a positive regulator by preventing the processing of GLI3 into its repressor form. Mutations in this gene have been associated with various ciliopathies. [provided by RefSeq, Oct 2011]",0,,0,,1,KIF7,0,,
ANPEP,Homo,290,ANPEP,"alanyl aminopeptidase, membrane",,15,"Aminopeptidase N is located in the small-intestinal and renal microvillar membrane, and also in other plasma membranes. In the small intestine aminopeptidase N plays a role in the final digestion of peptides generated from hydrolysis of proteins by gastric and pancreatic proteases. Its function in proximal tubular epithelial cells and other cell types is less clear. The large extracellular carboxyterminal domain contains a pentapeptide consensus sequence characteristic of members of the zinc-binding metalloproteinase superfamily. Sequence comparisons with known enzymes of this class showed that CD13 and aminopeptidase N are identical. The latter enzyme was thought to be involved in the metabolism of regulatory peptides by diverse cell types, including small intestinal and renal tubular epithelial cells, macrophages, granulocytes, and synaptic membranes from the CNS. This membrane-bound zinc metalloprotease is known to serve as a receptor for the HCoV-229E alphacoronavirus as well as other non-human coronaviruses. This gene has also been shown to promote angiogenesis, tumor growth, and metastasis and defects in this gene are associated with various types of leukemia and lymphoma. [provided by RefSeq, Apr 2020]",0,,0,,1,ANPEP,0,,
ZNF710,Homo,374655,ZNF710,zinc finger protein 710,,15,"Predicted to enable DNA-binding transcription factor activity and RNA polymerase II cis-regulatory region sequence-specific DNA binding activity. Predicted to be involved in regulation of transcription by RNA polymerase II. Predicted to be located in nucleus. [provided by Alliance of Genome Resources, Jul 2025]",0,,0,,2,ZNF710; ZNF710-AS1,0,,
AC104035.1,Homo,,,,,,,0,,0,,0,,0,,summary_not_found
SLCO3A1,Homo,28232,SLCO3A1,solute carrier organic anion transporter family member 3A1,,15,"Enables organic anion transmembrane transporter activity and prostaglandin transmembrane transporter activity. Involved in positive regulation of MAPK cascade; positive regulation of canonical NF-kappaB signal transduction; and prostaglandin transport. Located in basal plasma membrane. [provided by Alliance of Genome Resources, Jul 2025]",0,,0,,1,SLCO3A1,0,,
MCTP2,Homo,55784,MCTP2,multiple C2 and transmembrane domain containing 2,,15,"Enables calcium ion binding activity. Predicted to be involved in regulation of neurotransmitter secretion. Located in cytosol; membrane; and nucleoplasm. [provided by Alliance of Genome Resources, Jul 2025]",0,,0,,1,MCTP2,0,,
LINC00923,Homo,91948,LINC00923,long intergenic non-protein coding RNA 923,,15,,0,,0,,1,LINC00923,0,,
ARRDC4,Homo,91947,ARRDC4,arrestin domain containing 4,,15,"Enables ubiquitin-like ligase-substrate adaptor activity. Involved in positive regulation of interferon-beta production and protein K63-linked ubiquitination. Acts upstream of or within positive regulation of ubiquitin-protein transferase activity. Located in endosome and plasma membrane. [provided by Alliance of Genome Resources, Jul 2025]",0,,0,,1,ARRDC4,0,,
IGF1R,Homo,3480,IGF1R,insulin like growth factor 1 receptor,,15,"This receptor binds insulin-like growth factor with a high affinity. It has tyrosine kinase activity. The insulin-like growth factor I receptor plays a critical role in transformation events. Cleavage of the precursor generates alpha and beta subunits. It is highly overexpressed in most malignant tissues where it functions as an anti-apoptotic agent by enhancing cell survival. Alternatively spliced transcript variants encoding distinct isoforms have been found for this gene. [provided by RefSeq, May 2014]",0,,0,,5,IGF1R; IRAIN; IGF1R-AS2; LUNAR1; Insulin receptor family,2,alphav-beta3 integrin-IGF-1-IGF1R complex; insulin-like growth factor binding receptor complex,
AC036108.1,Homo,,,,,,,0,,0,,0,,0,,summary_not_found
AC036108.3,Homo,,,,,,,0,,0,,1,TTC23-AS1,0,,summary_not_found
AC090825.1,Homo,,,,,,,0,,0,,0,,0,,summary_not_found
ADAMTS17,Homo,170691,ADAMTS17,ADAM metallopeptidase with thrombospondin type 1 motif 17,,15,"This gene encodes a member of the ADAMTS (a disintegrin and metalloproteinase with thrombospondin motifs) protein family. ADAMTS family members share several distinct protein modules, including a propeptide region, a metalloproteinase domain, a disintegrin-like domain, and a thrombospondin type 1 (TS) motif. Individual members of this family differ in the number of C-terminal TS motifs, and some have unique C-terminal domains. The encoded preproprotein is proteolytically processed to generate the mature protein, which may promote breast cancer cell growth and survival. Mutations in this gene are associated with a Weill-Marchesani-like syndrome, which is characterized by lenticular myopia, ectopia lentis, glaucoma, spherophakia, and short stature. [provided by RefSeq, May 2016]",0,,0,,2,ADAMTS17; ADAMTS17-AS1,0,,
CERS3,Homo,204219,CERS3,ceramide synthase 3,,15,"This gene is a member of the ceramide synthase family of genes. The ceramide synthase enzymes regulate sphingolipid synthesis by catalyzing the formation of ceramides from sphingoid base and acyl-coA substrates. This family member is involved in the synthesis of ceramides with ultra-long-chain acyl moieties (ULC-Cers), important to the epidermis in its role in creating a protective barrier from the environment. The protein encoded by this gene has also been implicated in modification of the lipid structures required for spermatogenesis. Mutations in this gene have been associated with male fertility defects, and epidermal defects, including ichthyosis. Alternative splicing results in multiple transcript variants encoding different isoforms. [provided by RefSeq, Aug 2015]",0,,0,,2,CERS3; CERS3-AS1,0,,
LRRK1,Homo,79705,LRRK1,leucine rich repeat kinase 1,,15,"This gene encodes a multi-domain protein that is a leucine-rich repeat kinase and a GDP/GTP binding protein. The encoded protein is thought to play a role in the regulation of bone mass. Mice lacking a similar gene showed severe osteopetrosis, increased bone mineralization and decreased bone resorption. [provided by RefSeq, Jan 2017]",0,,0,,2,LRRK1; LRRK1-AS1,0,,
AC140725.1,Homo,,,,,,,0,,0,,0,,0,,summary_not_found
HBA2,Homo,3040,HBA2,hemoglobin subunit alpha 2,,16,"The human alpha globin gene cluster located on chromosome 16 spans about 30 kb and includes seven loci: 5'- zeta - pseudozeta - mu - pseudoalpha-1 - alpha-2 - alpha-1 - theta - 3'. The alpha-2 (HBA2) and alpha-1 (HBA1) coding sequences are identical. These genes differ slightly over the 5' untranslated regions and the introns, but they differ significantly over the 3' untranslated regions. Two alpha chains plus two beta chains constitute HbA, which in normal adult life comprises about 97% of the total hemoglobin; alpha chains combine with delta chains to constitute HbA-2, which with HbF (fetal hemoglobin) makes up the remaining 3% of adult hemoglobin. Alpha thalassemias result from deletions of each of the alpha genes as well as deletions of both HBA2 and HBA1; some nondeletion alpha thalassemias have also been reported. [provided by RefSeq, Jul 2008]",0,,0,,1,HBA2,0,,
HBA1,Homo,3039,HBA1,hemoglobin subunit alpha 1,,16,"The human alpha globin gene cluster located on chromosome 16 spans about 30 kb and includes seven loci: 5'- zeta - pseudozeta - mu - pseudoalpha-1 - alpha-2 - alpha-1 - theta - 3'. The alpha-2 (HBA2) and alpha-1 (HBA1) coding sequences are identical. These genes differ slightly over the 5' untranslated regions and the introns, but they differ significantly over the 3' untranslated regions. Two alpha chains plus two beta chains constitute HbA, which in normal adult life comprises about 97% of the total hemoglobin; alpha chains combine with delta chains to constitute HbA-2, which with HbF (fetal hemoglobin) makes up the remaining 3% of adult hemoglobin. Alpha thalassemias result from deletions of each of the alpha genes as well as deletions of both HBA2 and HBA1; some nondeletion alpha thalassemias have also been reported. [provided by RefSeq, Jul 2008]",0,,0,,1,HBA1,0,,
HBQ1,Homo,3049,HBQ1,hemoglobin subunit theta 1,,16,"Theta-globin mRNA is found in human fetal erythroid tissue but not in adult erythroid or other nonerythroid tissue. The theta-1 gene may be expressed very early in embryonic life, perhaps sometime before 5 weeks. Theta-1 is a member of the human alpha-globin gene cluster that involves five functional genes and two pseudogenes. The order of genes is: 5' - zeta - pseudozeta - mu - pseudoalpha-2 -pseudoalpha-1 - alpha-2 - alpha-1 - theta-1 - 3'. Research supports a transcriptionally active role for the gene and a functional role for the peptide in specific cells, possibly those of early erythroid tissue. [provided by RefSeq, Jul 2008]",0,,0,,1,HBQ1,0,,
RGS11,Homo,8786,RGS11,regulator of G protein signaling 11,,16,"The protein encoded by this gene belongs to the RGS (regulator of G protein signaling) family. Members of the RGS family act as GTPase-activating proteins on the alpha subunits of heterotrimeric, signal-transducing G proteins. This protein inhibits signal transduction by increasing the GTPase activity of G protein alpha subunits, thereby driving them into their inactive GDP-bound form. Alternative splicing occurs at this locus and four transcript variants encoding distinct isoforms have been identified. [provided by RefSeq, Nov 2013]",0,,0,,1,RGS11,0,,
MSLN,Homo,10232,MSLN,mesothelin,,16,"This gene encodes a preproprotein that is proteolytically processed to generate two protein products, megakaryocyte potentiating factor and mesothelin. Megakaryocyte potentiating factor functions as a cytokine that can stimulate colony formation of bone marrow megakaryocytes. Mesothelin is a glycosylphosphatidylinositol-anchored cell-surface protein that may function as a cell adhesion protein. This protein is overexpressed in epithelial mesotheliomas, ovarian cancers and in specific squamous cell carcinomas. Alternative splicing results in multiple transcript variants, at least one of which encodes an isoform that is proteolytically processed. [provided by RefSeq, Feb 2016]",0,,0,,1,MSLN,0,,
TPSAB1,Homo,7177,TPSAB1,tryptase alpha/beta 1,,16,"Tryptases comprise a family of trypsin-like serine proteases, the peptidase family S1. Tryptases are enzymatically active only as heparin-stabilized tetramers, and they are resistant to all known endogenous proteinase inhibitors. Several tryptase genes are clustered on chromosome 16p13.3. These genes are characterized by several distinct features. They have a highly conserved 3' UTR and contain tandem repeat sequences at the 5' flank and 3' UTR which are thought to play a role in regulation of the mRNA stability. These genes have an intron immediately upstream of the initiator Met codon, which separates the site of transcription initiation from protein coding sequence. This feature is characteristic of tryptases but is unusual in other genes. The alleles of this gene exhibit an unusual amount of sequence variation, such that the alleles were once thought to represent two separate genes, alpha and beta 1. Beta tryptases appear to be the main isoenzymes expressed in mast cells; whereas in basophils, alpha tryptases predominate. Tryptases have been implicated as mediators in the pathogenesis of asthma and other allergic and inflammatory disorders. [provided by RefSeq, Jul 2008]",0,,0,,1,TPSAB1,0,,
PTX4,Homo,390667,PTX4,pentraxin 4,,16,"This gene belongs to the pentraxin superfamily, whose members encode highly conserved multifunctional proteins. The encoded protein, like other members of this family, contains a conserved pentraxin domain at the C-terminus. The highest levels of expression of the protein were observed in bone marrow, small intestine and testes. [provided by RefSeq, Jun 2016]",0,,0,,1,PTX4,0,,
ABCA3,Homo,,,,,,,0,,0,,2,ABCA3; ABCA3P1,0,,summary_not_found
TEDC2,Homo,80178,TEDC2,tubulin epsilon and delta complex 2,,16,"Predicted to be involved in positive regulation of smoothened signaling pathway. Predicted to be located in centriole and cilium. [provided by Alliance of Genome Resources, Jul 2025]",0,,0,,2,TEDC2; TEDC2-AS1,0,,
PKMYT1,Homo,9088,PKMYT1,"protein kinase, membrane associated tyrosine/threonine 1",,16,"This gene encodes a member of the serine/threonine protein kinase family. The encoded protein is a membrane-associated kinase that negatively regulates the G2/M transition of the cell cycle by phosphorylating and inactivating cyclin-dependent kinase 1. The activity of the encoded protein is regulated by polo-like kinase 1. Alternatively spliced transcript variants encoding multiple isoforms have been observed for this gene. [provided by RefSeq, May 2012]",0,,0,,2,PKMYT1; PKMYT1AR,0,,
IL32,Homo,9235,IL32,interleukin 32,,16,"This gene encodes a member of the cytokine family. The protein contains a tyrosine sulfation site, 3 potential N-myristoylation sites, multiple putative phosphorylation sites, and an RGD cell-attachment sequence. Expression of this protein is increased after the activation of T-cells by mitogens or the activation of NK cells by IL-2. This protein induces the production of TNFalpha from macrophage cells. Alternate transcriptional splice variants, encoding different isoforms, have been characterized. [provided by RefSeq, Jul 2008]",0,,0,,1,IL32,1,interleukin-32 production,
ADCY9,Homo,115,ADCY9,adenylate cyclase 9,,16,"Adenylate cyclase is a membrane bound enzyme that catalyses the formation of cyclic AMP from ATP. It is regulated by a family of G protein-coupled receptors, protein kinases, and calcium. The type 9 adenylyl cyclase is a widely distributed adenylyl cyclase, and it is stimulated by beta-adrenergic receptor activation but is insensitive to forskolin, calcium, and somatostatin. [provided by RefSeq, Jul 2008]",0,,0,,1,ADCY9,0,,
